803720687928086000,0,0,0,2,0,0,0,Positive
803720783419896000,0,1,0,0,0,0,0,Positive
803720864105570000,1,3,0,0,0,0,0,Positive
803720864822952000,0,3,0,5,1,0,1,Positive
803720895579751000,0,0,0,2,0,0,0,Positive
803720913061482000,1,1,0,0,0,0,0,Negative
803720934020387000,0,0,0,2,0,0,0,Negative
803720994015875000,3,1,1,3,0,0,0,Positive
803721000227602000,1,0,0,9,0,1,0,Negative
803721016392421000,0,0,0,2,0,0,0,Positive
803721024764154000,0,0,0,0,0,0,0,Positive
803721036122431000,2,1,0,2,0,0,0,Negative
803721086122754000,1,0,0,3,0,0,0,Positive
803721087217468000,1,0,0,2,0,1,0,Positive
803721091873018000,0,0,0,0,0,0,0,Negative
803721110348964000,0,0,0,2,0,0,0,Positive
803721183510172000,1,0,0,1,0,0,0,Negative
803721193014620000,4,1,0,4,0,0,0,Positive
803721216595034000,0,1,0,1,0,0,0,Positive
803721260479828000,1,0,0,0,0,0,0,Negative
803721429686649000,0,1,0,4,0,0,0,Positive
803721560334942000,0,1,0,1,0,0,0,Negative
803721573664309000,0,1,1,0,0,0,1,Positive
803721590001176000,0,2,0,0,0,1,0,Negative
803721595499909000,0,0,0,2,0,0,0,Positive
803721639791772000,2,0,0,2,0,0,0,Positive
803721648826446000,0,0,0,2,1,0,0,Negative
803721655293907000,0,0,0,2,0,0,0,Negative
803721729444954000,0,0,0,0,0,0,0,Positive
803721774970110000,0,0,0,1,1,0,0,Negative
803721788802867000,0,0,0,0,0,0,0,Positive
803721813842948000,0,1,0,0,0,0,0,Positive
803721865793569000,0,2,1,2,0,1,0,Positive
803721837356188000,0,0,0,5,0,0,0,Positive
803721936140403000,0,1,0,2,0,0,0,Positive
803721833744921000,0,0,0,1,0,0,0,Positive
803721976749691000,1,0,0,5,0,0,0,Positive
803721824701940000,1,0,0,0,0,0,0,Positive
803721981887595000,0,0,0,2,0,0,0,Negative
803721958244438000,0,0,0,5,0,0,0,Positive
803722029996220000,0,1,0,1,0,0,0,Positive
803722053186683000,0,1,0,6,1,0,0,Positive
803722056907035000,0,0,0,1,0,0,0,Positive
803722120106754000,0,0,0,13,0,0,0,Negative
803722260494176000,0,0,0,0,0,0,0,Positive
803722309991301000,0,0,0,0,0,0,0,Positive
803722368699040000,0,0,0,3,0,0,0,Positive
803722387879432000,0,1,0,0,0,0,0,Negative
803722426517520000,0,0,0,22,0,0,0,Positive
803722430099427000,1,0,0,1,1,0,0,Negative
803722514157408000,0,0,0,2,0,0,0,Positive
803722553349050000,1,1,0,6,3,0,0,Negative
803722554586366000,0,2,0,2,0,0,0,Positive
803722563847385000,2,0,0,6,0,1,0,Negative
803722584735056000,0,0,1,1,0,0,0,Positive
803722684014084000,2,0,0,1,0,0,0,Positive
803722688078479000,0,0,0,0,0,0,0,Positive
803722793930125000,0,0,0,1,0,0,0,Negative
803722850796454000,0,0,0,4,5,0,0,Positive
803722878025921000,0,0,0,4,0,0,0,Positive
803722882941600000,0,0,0,0,0,0,0,Positive
803722918966555000,0,0,0,3,0,0,0,Positive
803722919516000000,1,0,0,2,0,0,0,Positive
803722937794699000,0,0,0,0,0,0,0,Positive
803722943977005000,1,0,0,0,0,0,0,Positive
803722978689106000,0,1,0,6,0,0,0,Negative
803723013753623000,1,0,0,5,0,0,0,Positive
803723014827164000,1,0,0,2,0,0,0,Positive
803723047697924000,1,1,0,0,0,0,0,Negative
803723050944446000,0,0,0,4,0,0,0,Positive
803723108146446000,0,0,0,3,0,0,0,Negative
803723149779026000,1,0,0,0,0,0,0,Positive
803723184805650000,0,0,0,1,0,0,1,Positive
803723349239144000,3,0,0,4,1,0,0,Positive
803723383179387000,2,0,1,2,0,0,0,Positive
803723452460863000,1,3,0,0,0,0,0,Positive
803723460417556000,0,3,0,6,0,0,0,Positive
803723468604895000,0,0,0,0,0,0,0,Negative
803723475445629000,1,0,0,0,0,0,0,Negative
803725877632795000,1,1,0,1,0,0,0,Positive
803725888617644000,0,0,0,2,1,0,0,Positive
803726037754454000,0,0,1,1,0,0,0,Positive
803726120432464000,0,0,0,21,0,0,0,Negative
803726158374339000,1,0,0,0,0,0,0,Negative
803726192910053000,1,0,0,3,0,0,0,Positive
803726233674588000,0,0,0,1,1,0,0,Positive
803726312330428000,1,0,0,0,0,0,0,Negative
803726315333517000,0,3,1,0,0,0,1,Positive
803726319687258000,0,0,0,2,1,0,0,Negative
803726341610869000,2,0,0,3,0,0,0,Positive
803726412993544000,0,0,0,4,0,0,0,Positive
803726441028448000,1,1,0,2,0,0,0,Negative
803726547001741000,0,0,0,0,0,0,0,Negative
803726566454919000,1,1,0,7,1,0,1,Positive
803726632817197000,2,0,0,3,3,0,2,Positive
803741432079065000,1,0,0,1,0,0,0,Negative
803741458905887000,1,1,0,0,0,0,0,Negative
803741499552858000,1,0,0,1,0,0,0,Positive
803741567290929000,1,2,0,2,0,0,0,Positive
803741662849577000,0,0,0,3,0,0,0,Negative
803741669778715000,0,0,0,1,0,0,0,Negative
803741684311826000,0,0,0,1,0,0,0,Negative
803741697259831000,1,1,2,0,0,0,0,Positive
803741717740458000,0,0,0,4,0,0,1,Positive
803741768608948000,2,1,0,1,0,0,0,Positive
803741777425527000,0,0,0,2,0,0,0,Positive
803743051000713000,2,0,0,1,0,0,0,Negative
803743064971997000,1,1,0,0,0,0,0,Positive
803743084286800000,0,1,0,0,0,0,0,Positive
803743084643172000,3,0,0,4,3,0,1,Positive
803743130054820000,0,0,0,1,0,0,0,Positive
803743148413514000,0,0,0,1,0,0,0,Negative
